unified_id,word,variants,category,sources,media_count
796,কেমন আছ,কেমন আছ,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
797,বন্ধু দিবস,বন্ধু দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
798,স্বাস্থ্য দিবস,স্বাস্থ্য দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
799,সাক্ষরতা দিবস,সাক্ষরতা দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
800,শোক দিবস,শোক দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
801,বিয়ে,বিয়ে,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
802,বাবা দিবস,বাবা দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
803,হস্ত শিল্প মেলা,হস্ত শিল্প মেলা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
804,বড়দিন,বড়দিন,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
805,যাদু,যাদু,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
806,কৌতুক,কৌতুক,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
807,হাত তালি,হাত তালি,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
808,মা দিবস,মা দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
809,নাচ,নাচ,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
810,শীতমেলা,শীতমেলা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
811,শোক সভা,শোক সভা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
812,কাবিননামা,কাবিননামা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
813,দাওয়াত,দাওয়াত,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
814,আলোকসজ্জা,আলোকসজ্জা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
815,বিবাহ বার্ষিকী,বিবাহ বার্ষিকী,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
816,অনুষ্ঠান,অনুষ্ঠান,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
817,ঈদ উল আযহা,ঈদ উল আযহা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
818,শ্রম দিবস,শ্রম দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
819,ভোট,ভোট,সরকার ও রাজনীতি,ishaara,5
820,নারী দিবস,নারী দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
821,ভালোবাসা দিবস,ভালোবাসা দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
822,পরিবেশ দিবস,পরিবেশ দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
823,পিকনিক,পিকনিক,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
824,বই মেলা,বই মেলা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
825,এইডস দিবস,এইডস দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
826,আন্দোলন,আন্দোলন,সরকার ও রাজনীতি,ishaara,5
827,তালি দেওয়া,তালি দেওয়া,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
828,মৃত্যু বার্ষিকী,মৃত্যু বার্ষিকী,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
829,চৌরাস্তা,চৌরাস্তা,পরিবহন ও যানবাহন,ishaara,5
830,রবীন্দ্রনাথ ঠাকুর,রবীন্দ্রনাথ ঠাকুর,বিখ্যাত ব্যক্তি,ishaara,5
831,নির্বাচন,নির্বাচন,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
832,বরযাত্রী,বরযাত্রী,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
833,এটিএম কার্ড,এটিএম কার্ড,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
834,আদমশুমারি,আদমশুমারি,সরকার ও রাজনীতি,ishaara,5
835,অংশগ্রহণ,অংশগ্রহণ,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
836,নোবেল পুরস্কার,নোবেল পুরস্কার,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
837,বৌ-ভাত,বৌ-ভাত,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
838,কবি নজরুল,কবি নজরুল,বিখ্যাত ব্যক্তি,ishaara,5
839,কম্পিউটার মেলা,কম্পিউটার মেলা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
840,শুভেচ্ছা কার্ড,শুভেচ্ছা কার্ড,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
841,র‍্যালী,র‍্যালী,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
842,অভ্যর্থনা,অভ্যর্থনা,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
843,গায়ে হলুদ,গায়ে হলুদ,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
844,শিশু দিবস,শিশু দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
845,পরিবার দিবস,পরিবার দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
846,হরতাল,হরতাল,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
847,স্বাধীনতা দিবস,স্বাধীনতা দিবস,অনুষ্ঠান ও সামাজিক কার্যক্রম,ishaara,5
848,টিভি,টিভি,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
849,লিফট,লিফট,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
850,রেডিও,রেডিও,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
851,যোগাযোগ,যোগাযোগ,যোগাযোগ ও তথ্য প্রযুক্তি,ishaara,5
852,মাইক্রোফোন,মাইক্রোফোন,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
853,ড্রোন,ড্রোন,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
854,বিদ্যুৎ,বিদ্যুৎ,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
855,রিমোট কন্ট্রোল,রিমোট কন্ট্রোল,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
856,লেমিনেটিং,লেমিনেটিং,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
857,ইঞ্জিন,ইঞ্জিন,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
858,ইউপিএস,ইউপিএস,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
859,ছবি ওয়াস,ছবি ওয়াস,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
860,ফটোকপি,ফটোকপি,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
861,এটিএম বুথ,এটিএম বুথ,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
862,তর্ক,তর্ক,বিবিধ (সাধারণ),ishaara,5
863,ঠিকানা,ঠিকানা,বিবিধ (সাধারণ),ishaara,5
864,পিকআপ ভ্যান,পিকআপ ভ্যান,পরিবহন ও যানবাহন,ishaara,5
865,কাউন্টার,কাউন্টার,পরিবহন ও যানবাহন,ishaara,5
866,টেম্পু,টেম্পু,পরিবহন ও যানবাহন,ishaara,5
867,বাস স্টপেজ,বাস স্টপেজ,পরিবহন ও যানবাহন,ishaara,5
868,সড়ক দূর্ঘটনা,সড়ক দূর্ঘটনা,পরিবহন ও যানবাহন,ishaara,5
869,মাল গাড়ি,মাল গাড়ি,পরিবহন ও যানবাহন,ishaara,5
870,গাড়ি,গাড়ি,পরিবহন ও যানবাহন,ishaara,5
871,মটর সাইকেল,মটর সাইকেল,পরিবহন ও যানবাহন,ishaara,5
872,ফেরি,ফেরি,পরিবহন ও যানবাহন,ishaara,5
873,রিক্সা,রিক্সা,পরিবহন ও যানবাহন,ishaara,5
874,সাইকেল,সাইকেল,পরিবহন ও যানবাহন,ishaara,5
875,টিকিট,টিকিট,পরিবহন ও যানবাহন,ishaara,5
876,গায়িকা,গায়িকা,বিবিধ (সাধারণ),ishaara,5
877,তালাক,তালাক,আইন ও অপরাধ,ishaara,5
878,আঘাত,আঘাত,আইন ও অপরাধ,ishaara,5
879,অনিয়ম,অনিয়ম,আইন ও অপরাধ,ishaara,5
880,বিচার,বিচার,আইন ও অপরাধ,ishaara,5
881,আক্রমণ,আক্রমণ,আইন ও অপরাধ,ishaara,5
882,নেশা,নেশা,আইন ও অপরাধ,ishaara,5
883,টহল,টহল,আইন ও অপরাধ,ishaara,5
884,নিহত,নিহত,আইন ও অপরাধ,ishaara,5
885,জেলখানা,জেলখানা,আইন ও অপরাধ,ishaara,5
886,আটক,আটক,আইন ও অপরাধ,ishaara,5
887,চাঁদা,চাঁদা,আইন ও অপরাধ,ishaara,5
888,কয়েদী,কয়েদী,আইন ও অপরাধ,ishaara,5
889,আইন,আইন,আইন ও অপরাধ,ishaara,5
890,দোষ,দোষ,আইন ও অপরাধ,ishaara,5
891,গোয়েন্দা,গোয়েন্দা,আইন ও অপরাধ,ishaara,5
892,মিথ্যা,মিথ্যা,আইন ও অপরাধ,ishaara,5
893,দখল,দখল,আইন ও অপরাধ,ishaara,5
894,ধাক্কা,ধাক্কা,আইন ও অপরাধ,ishaara,5
895,নিরাপদ,নিরাপদ,আইন ও অপরাধ,ishaara,5
896,প্রতারণা,প্রতারণা,আইন ও অপরাধ,ishaara,5
897,মাতাল,মাতাল,আইন ও অপরাধ,ishaara,5
898,ঘুষ,ঘুষ,আইন ও অপরাধ,ishaara,5
899,ফাঁসি,ফাঁসি,আইন ও অপরাধ,ishaara,5
900,জুয়া,জুয়া,আইন ও অপরাধ,ishaara,5
901,বোমা,বোমা,আইন ও অপরাধ,ishaara,5
902,ছিনতাইকারী,ছিনতাইকারী,আইন ও অপরাধ,ishaara,5
903,স্বীকার করা,স্বীকার করা,আইন ও অপরাধ,ishaara,5
904,পলাতক,পলাতক,আইন ও অপরাধ,ishaara,5
905,আদালত,আদালত,আইন ও অপরাধ,ishaara,5
906,পাহারা,পাহারা,আইন ও অপরাধ,ishaara,5
907,চোর,চোর,আইন ও অপরাধ,ishaara,5
908,মোট,মোট,আইন ও অপরাধ,ishaara,5
909,গ্রহণ,গ্রহণ,আইন ও অপরাধ,ishaara,5
910,জমি,জমি,আইন ও অপরাধ,ishaara,5
911,শপথ,শপথ,আইন ও অপরাধ,ishaara,5
912,শেখা,শেখা,ক্রিয়া ও অবস্থা,ishaara,5
913,প্রাপক,প্রাপক,বিবিধ (সাধারণ),ishaara,5
914,নিয়ম,নিয়ম,আইন ও অপরাধ,ishaara,5
915,ফুট,ফুট,পরিমাপ ও একক,ishaara,5
916,ধনী,ধনী,আইন ও অপরাধ,ishaara,5
917,বাতিল,বাতিল / অপসারণ / সরান,আইন ও অপরাধ,ishaara,10
918,আঠা,আঠা,বিবিধ (সাধারণ),ishaara,5
919,মাতৃভূমি,মাতৃভূমি,আইন ও অপরাধ,ishaara,5
920,পরিমাপ ( ওজন ),পরিমাপ ( ওজন ),পরিমাপ ও একক,ishaara,5
921,ক্যালকুলেটর,ক্যালকুলেটর,পরিমাপ ও একক,ishaara,5
922,চলন্ত সিঁড়ি,চলন্ত সিঁড়ি,বিবিধ (সাধারণ),ishaara,5
923,সমাহিত,সমাহিত,বিবিধ (সাধারণ),ishaara,5
924,মণ,মণ,পরিমাপ ও একক,ishaara,5
925,মোড়ক,মোড়ক,বিবিধ (সাধারণ),ishaara,5
926,পরিচালক,পরিচালক,পেশা ও জীবিকা,ishaara,5
927,আশ্রয়,আশ্রয়,বিবিধ (সাধারণ),ishaara,5
928,শোকাহত,শোকাহত,বিবিধ (সাধারণ),ishaara,5
929,প্রশ্ন,প্রশ্ন,বিবিধ (সাধারণ),ishaara,5
930,প্রস্থ,প্রস্থ,পরিমাপ ও একক,ishaara,5
931,অভিনন্দন,অভিনন্দন,বিবিধ (সাধারণ),ishaara,5
932,নেতা,নেতা,সরকার ও রাজনীতি,ishaara,5
933,বর্তমান,বর্তমান,বিবিধ (সাধারণ),ishaara,5
934,গ্রাম,গ্রাম,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
935,প্রতিবাদ,প্রতিবাদ,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
936,প্রশ্ন চিহ্ন,প্রশ্ন চিহ্ন,বিবিধ (সাধারণ),ishaara,5
937,সেরা (শ্রেষ্ঠ),সেরা (শ্রেষ্ঠ),বিবিধ (সাধারণ),ishaara,5
938,তদন্ত,তদন্ত,বিবিধ (সাধারণ),ishaara,5
939,বিমান বাহিনী,বিমান বাহিনী,সংখ্যা,ishaara,5
940,যোগ,যোগ,পরিমাপ ও একক,ishaara,5
941,এক বার,এক বার,সংখ্যা,ishaara,5
942,মিলিমিটার,মিলিমিটার,পরিমাপ ও একক,ishaara,5
943,কাহিনী,কাহিনী,বিবিধ (সাধারণ),ishaara,5
944,বানান করা,বানান করা,ক্রিয়া ও অবস্থা,ishaara,5
945,চওড়া,চওড়া,পরিমাপ ও একক,ishaara,5
946,শাস্তি,শাস্তি,আইন ও অপরাধ,ishaara,5
947,বিয়োগ,বিয়োগ,সংখ্যা,ishaara,5
948,দেড়,দেড়,পরিমাপ ও একক,ishaara,5
949,ছাই রং,ছাই রং,রং,ishaara,5
950,তরল,তরল,বিবিধ (সাধারণ),ishaara,5
951,খুন,খুন,আইন ও অপরাধ,ishaara,5
952,ডাকাত,ডাকাত,আইন ও অপরাধ,ishaara,5
953,চড় (থাপ্পর),চড় (থাপ্পর),আইন ও অপরাধ,ishaara,5
954,আসামী,আসামী,আইন ও অপরাধ,ishaara,5
955,চাঁদাবাজি,চাঁদাবাজি,আইন ও অপরাধ,ishaara,5
956,গ্রেফতার,গ্রেফতার,আইন ও অপরাধ,ishaara,5
957,রায়,রায়,আইন ও অপরাধ,ishaara,5
958,অপকর্ম,অপকর্ম,আইন ও অপরাধ,ishaara,5
959,জরিমানা,জরিমানা,আইন ও অপরাধ,ishaara,5
960,জড়িত,জড়িত,আইন ও অপরাধ,ishaara,5
961,অধিকার,অধিকার,আইন ও অপরাধ,ishaara,5
962,পকেটমার,পকেটমার,আইন ও অপরাধ,ishaara,5
963,জামিন,জামিন,আইন ও অপরাধ,ishaara,5
964,দেনমোহর,দেনমোহর,বিবিধ (সাধারণ),ishaara,5
965,চাঁদাবাজ,চাঁদাবাজ,আইন ও অপরাধ,ishaara,5
966,কারফিউ,কারফিউ,আইন ও অপরাধ,ishaara,5
967,নিরাপত্তা,নিরাপত্তা,আইন ও অপরাধ,ishaara,5
968,মাস্তান,মাস্তান,আইন ও অপরাধ,ishaara,5
969,দালাল,দালাল,আইন ও অপরাধ,ishaara,5
970,বাল্য বিবাহ,বাল্য বিবাহ,আইন ও অপরাধ,ishaara,5
971,সুপ্রীম কোর্ট,সুপ্রীম কোর্ট,আইন ও অপরাধ,ishaara,5
972,প্রমাণ,প্রমাণ,আইন ও অপরাধ,ishaara,5
973,পালানো,পালানো,আইন ও অপরাধ,ishaara,5
974,পাচারকারী,পাচারকারী,আইন ও অপরাধ,ishaara,5
975,মৃত্যুদণ্ড,মৃত্যুদণ্ড,আইন ও অপরাধ,ishaara,5
976,সংঘর্ষ,সংঘর্ষ,আইন ও অপরাধ,ishaara,5
977,বিস্ফোরণ,বিস্ফোরণ,আইন ও অপরাধ,ishaara,5
978,সন্ত্রাস,সন্ত্রাস,আইন ও অপরাধ,ishaara,5
979,র‍্যাব,র‍্যাব,আইন ও অপরাধ,ishaara,5
980,সংবিধান,সংবিধান,আইন ও অপরাধ,ishaara,5
981,গুলি,গুলি,আইন ও অপরাধ,ishaara,5
982,অপহরণ,অপহরণ,আইন ও অপরাধ,ishaara,5
983,হাইকোর্ট,হাইকোর্ট,আইন ও অপরাধ,ishaara,5
984,অন্যায়,অন্যায়,আইন ও অপরাধ,ishaara,5
985,মামলা,মামলা,আইন ও অপরাধ,ishaara,5
986,জালিয়াত,জালিয়াত,আইন ও অপরাধ,ishaara,5
987,নৌ বাহিনী,নৌ বাহিনী,আইন ও অপরাধ,ishaara,5
988,সাফল্য,সাফল্য,বিবিধ (সাধারণ),ishaara,5
989,গল্প,গল্প,বিবিধ (সাধারণ),ishaara,5
990,সমান,সমান,বিবিধ (সাধারণ),ishaara,5
991,দলিল,দলিল,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
992,তালিকা,তালিকা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
993,প্রচার,প্রচার,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
994,ক্ষতি,ক্ষতি,বিবিধ (সাধারণ),ishaara,5
995,খাঁটি,খাঁটি,বিবিধ (সাধারণ),ishaara,5
996,নিয়মিত,নিয়মিত,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
997,কৌশল,কৌশল,বিবিধ (সাধারণ),ishaara,5
998,রচনা,রচনা,বিবিধ (সাধারণ),ishaara,5
999,ভাগ,ভাগ,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1000,পোস্টার,পোস্টার,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1001,ফরম,ফরম,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1002,জনতা,জনতা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1003,ডানে,ডানে,বিবিধ (সাধারণ),ishaara,5
1004,গজ,গজ,পরিমাপ ও একক,ishaara,5
1005,আজ,আজ,বিবিধ (সাধারণ),ishaara,5
1006,সুন্দর,সুন্দর,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1007,দোকান,দোকান,বিবিধ (সাধারণ),ishaara,5
1008,কেনা,কেনা,বিবিধ (সাধারণ),ishaara,5
1009,বৃষ্টি,বৃষ্টি,প্রকৃতি ও পরিবেশ,ishaara,5
1010,বিকেল,বিকেল,ঋতু ও সময়,ishaara,5
1011,কথা,কথা,বিবিধ (সাধারণ),ishaara,5
1012,মাটি,মাটি,বিবিধ (সাধারণ),ishaara,5
1013,আকাশ,আকাশ,প্রকৃতি ও পরিবেশ,ishaara,5
1014,মিষ্টি (স্বাদ),মিষ্টি (স্বাদ),খাদ্য ও পানীয় (সাধারণ),ishaara,5
1015,ব্যায়াম,ব্যায়াম,খেলাধুলা ও বিনোদন,ishaara,5
1016,চিপস,চিপস,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1017,দরকার,দরকার,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1018,ট্রেন,ট্রেন,পরিবহন ও যানবাহন,ishaara,5
1019,ধান,ধান,শস্য ও কৃষি,ishaara,5
1020,বিড়াল,বিড়াল,প্রাণী,ishaara,5
1021,রাত,রাত,ঋতু ও সময়,ishaara,5
1022,মারামারি,মারামারি,বিবিধ (সাধারণ),ishaara,5
1023,ব্যাংক,ব্যাংক,আর্থিক ও ব্যবসা,ishaara,5
1024,বাজার,বাজার,আর্থিক ও ব্যবসা,ishaara,5
1025,ব্যবসা,ব্যবসা,আর্থিক ও ব্যবসা,ishaara,5
1026,খেলোয়াড়,খেলোয়াড়,খেলাধুলা ও বিনোদন,ishaara,5
1027,গান বাজনা,গান বাজনা,খেলাধুলা ও বিনোদন,ishaara,5
1028,নকশা,নকশা,বিবিধ (সাধারণ),ishaara,5
1029,নাস্তা,নাস্তা,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1030,নকল,নকল,বিবিধ (সাধারণ),ishaara,5
1031,হুকুম,হুকুম,ক্রিয়া ও অবস্থা,ishaara,5
1032,রসমালাই,রসমালাই,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1033,লালশাক,লালশাক,শাকসব্জি ও রান্নার উপকরণ,ishaara,5
1034,ময়দা,ময়দা,শাকসব্জি ও রান্নার উপকরণ,ishaara,5
1035,চলাফেরা,চলাফেরা,ক্রিয়া ও অবস্থা,ishaara,5
1036,বিল,বিল,আর্থিক ও ব্যবসা,ishaara,5
1037,মশা,মশা,বিবিধ (সাধারণ),ishaara,5
1038,মহিষ,মহিষ,প্রাণী,ishaara,5
1039,ভ্রমণ,ভ্রমণ,ক্রিয়া ও অবস্থা,ishaara,5
1040,হাতের তালু,হাতের তালু,ক্রিয়া ও অবস্থা,ishaara,5
1041,উন্নতি,উন্নতি,বিবিধ (সাধারণ),ishaara,5
1042,কী,কী,বিবিধ (সাধারণ),ishaara,5
1043,নুডুলস,নুডুলস,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1044,শব্দ,শব্দ,বিবিধ (সাধারণ),ishaara,5
1045,কয়েল,কয়েল,গৃহস্থালি সরঞ্জাম,ishaara,5
1046,গরু,গরু,গৃহস্থালি সরঞ্জাম,ishaara,5
1047,আবর্জনা,আবর্জনা,বিবিধ (সাধারণ),ishaara,5
1048,সীমানা,সীমানা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1049,শান্তি,শান্তি,বিবিধ (সাধারণ),ishaara,5
1050,মচকানো,মচকানো,বিবিধ (সাধারণ),ishaara,5
1051,চুম্বক,চুম্বক,বিবিধ (সাধারণ),ishaara,5
1052,কাবিন,কাবিন,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1053,ট্রাফিক সিগন্যাল,ট্রাফিক সিগন্যাল,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1054,লালন-পালন,লালন-পালন,ক্রিয়া ও অবস্থা,ishaara,5
1055,দামী,দামী,আর্থিক ও ব্যবসা,ishaara,5
1056,ফেরি ওয়ালা,ফেরি ওয়ালা,বিবিধ (সাধারণ),ishaara,5
1057,মোবাইল ফোন,মোবাইল ফোন,প্রযুক্তি ও ইলেকট্রনিক্স,ishaara,5
1058,চেয়ারম্যান,চেয়ারম্যান,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1059,ঘড়ি,ঘড়ি,গৃহস্থালি সরঞ্জাম,ishaara,5
1060,পেশা (চাকুরি),পেশা (চাকুরি),সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1061,ফুটবল খেলা,ফুটবল খেলা,খেলাধুলা ও বিনোদন,ishaara,5
1062,সাপ,সাপ,প্রাণী,ishaara,5
1063,শীতকাল,শীতকাল,ঋতু ও সময়,ishaara,5
1064,বাতাস,বাতাস,প্রকৃতি ও পরিবেশ,ishaara,5
1065,সমুচা,সমুচা,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1066,সত্য,সত্য,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1067,শিক্ষক,শিক্ষক,শিক্ষা,ishaara,5
1068,ঝড়,ঝড়,প্রকৃতি ও পরিবেশ,ishaara,5
1069,চোখ,চোখ,শরীরের অংশ,ishaara,5
1070,পরিচয়,পরিচয়,বিবিধ (সাধারণ),ishaara,5
1071,ঠাণ্ডা,ঠাণ্ডা,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1072,আলো,আলো,ক্রিয়া ও অবস্থা,ishaara,5
1073,নার্স,নার্স,স্বাস্থ্য ও চিকিৎসা,ishaara,5
1074,গভীর,গভীর,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1075,প্রধান,প্রধান,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1076,ডিম,ডিম,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1077,কাঁচা,কাঁচা,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1078,মজা,মজা,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1079,বানর,বানর,প্রাণী,ishaara,5
1080,জানা,জানা,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1081,কবর,কবর,বিবিধ (সাধারণ),ishaara,5
1082,কনুই,কনুই,শরীরের অংশ,ishaara,5
1083,রেস্তোরাঁ,রেস্তোরাঁ,বিবিধ (সাধারণ),ishaara,5
1084,তুলনা,তুলনা,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1085,উৎসাহ,উৎসাহ,বিবিধ (সাধারণ),ishaara,5
1086,চিড়া,চিড়া,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1087,দই,দই,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1088,বিরিয়ানী (Biriani),বিরিয়ানী (Biriani),খাদ্য ও পানীয় (সাধারণ),ishaara,5
1089,সাথে,সাথে,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1090,মিনিট,মিনিট,ঋতু ও সময়,ishaara,5
1091,ছোট,ছোট,বিশেষণ ও বর্ণনামূলক শব্দ,ishaara,5
1092,নাম,নাম,বিবিধ (সাধারণ),ishaara,5
1093,দৈর্ঘ্য,দৈর্ঘ্য,পরিমাপ ও একক,ishaara,5
1094,দেশ,দেশ,বিবিধ (সাধারণ),ishaara,5
1095,জন্ম,জন্ম,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1096,টাঙ্গাইল,টাঙ্গাইল,বাংলাদেশের স্থান,ishaara,5
1097,কোথায়,কোথায়,বিবিধ (সাধারণ),ishaara,5
1098,আছে,আছে,সর্বনাম ও সাধারণ কথ্য শব্দ,ishaara,5
1099,মুক্তিযুদ্ধ,মুক্তিযুদ্ধ,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1100,ভারত,ভারত,দেশ ও আন্তর্জাতিক,ishaara,5
1101,মুক্তিযোদ্ধা,মুক্তিযোদ্ধা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1102,,,বিবিধ (সাধারণ),ishaara,10
1103,আইসক্রীম,আইসক্রীম,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1104,বাগান,বাগান,বাগান ও গাছপালা,ishaara,5
1105,বার,বার,বিবিধ (সাধারণ),ishaara,5
1106,শিশু পার্ক,শিশু পার্ক,বিবিধ (সাধারণ),ishaara,5
1107,আগামীকাল,আগামীকাল,ঋতু ও সময়,ishaara,5
1108,টাকা,টাকা,আর্থিক ও ব্যবসা,ishaara,5
1109,কবিতা,কবিতা,বিবিধ (সাধারণ),ishaara,5
1110,তারিখ,তারিখ,ঋতু ও সময়,ishaara,5
1111,ক্রিকেট খেলা,ক্রিকেট খেলা,খেলাধুলা ও বিনোদন,ishaara,5
1112,পাসপোর্ট,পাসপোর্ট,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1113,এলাকা,এলাকা,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1114,জাতীয় সংগীত,জাতীয় সংগীত,খাদ্য ও পানীয় (সাধারণ),ishaara,5
1115,জাতীয়,জাতীয়,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1116,কুকুর,কুকুর,প্রাণী,ishaara,5
1117,উচ্চতা,উচ্চতা,পরিমাপ ও একক,ishaara,5
1118,ঘূর্ণিঝড়,ঘূর্ণিঝড়,প্রকৃতি ও পরিবেশ,ishaara,5
1119,আবাসিক,আবাসিক,সাধারণ প্রশাসন ও সামাজিক,ishaara,5
1120,প্রথম,প্রথম,বিবিধ (সাধারণ),ishaara,5
1121,কিলোমিটার,কিলোমিটার,পরিমাপ ও একক,ishaara,5
1122,সম্মান,সম্মান,বিবিধ (সাধারণ),ishaara,5
1123,গাছ,গাছ,বাগান ও গাছপালা,ishaara,5
1124,ভূমিকম্প,ভূমিকম্প,প্রকৃতি ও পরিবেশ,ishaara,5
1125,ভলিবল,ভলিবল,খেলাধুলা ও বিনোদন,ishaara,5
1126,আবহাওয়া,আবহাওয়া,বিবিধ (সাধারণ),ishaara,5
1127,গান,গান,সংগীত ও সংস্কৃতি,ishaara,5
1128,আগামী,আগামী,বিবিধ (সাধারণ),ishaara,5
